,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
4,2018-04-13,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-13,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-13,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-13,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
8,2018-04-13,Tyler Anderson,COL,41.0,171,6.6,2.4,2.7,1.8,17.5%,6.4%,11.1%,.252,1.24,.265,66.2%,5.11,4.43
9,2018-04-13,Chad Bettis,COL,45.2,196,6.5,2.4,2.8,1.8,16.8%,6.1%,10.7%,.275,1.36,.293,68.1%,5.20,4.34
10,2018-04-13,Jordan Lyles,SDP,40.0,175,7.7,2.5,3.1,2.0,19.4%,6.3%,13.1%,.293,1.48,.322,73.3%,5.21,4.02
11,2018-04-13,German Marquez,COL,45.2,200,8.9,3.0,3.0,1.8,22.5%,7.5%,15.0%,.273,1.42,.318,80.9%,4.87,4.01
12,2018-04-13,Joey Lucchesi,SDP,20.2,86,8.3,3.0,2.7,2.6,22.1%,8.1%,14.0%,.266,1.35,.278,96.9%,6.11,3.86
13,2018-04-13,Kyle Freeland,COL,51.1,210,7.9,2.6,3.0,0.9,21.4%,7.1%,14.3%,.237,1.19,.285,78.2%,3.61,3.86
14,2018-04-13,Tyson Ross,SDP,46.1,196,9.1,3.5,2.6,1.0,24.0%,9.2%,14.8%,.239,1.29,.298,78.2%,3.83,3.75
15,2018-04-13,Alex Wood,LAD,40.0,174,9.0,2.5,3.6,1.4,23.0%,6.3%,16.7%,.290,1.45,.353,67.2%,4.01,3.67
16,2018-04-13,Andrew Suarez,SFG,42.2,179,8.4,1.9,4.4,1.3,22.4%,5.0%,17.3%,.278,1.31,.333,63.8%,3.82,3.58
17,2018-04-13,Kenta Maeda,LAD,32.0,131,10.4,3.4,3.1,1.1,28.2%,9.2%,19.1%,.210,1.16,.269,73.3%,3.60,3.57
18,2018-04-13,Patrick Corbin,ARI,53.2,224,10.4,3.2,3.3,1.2,27.7%,8.5%,19.2%,.228,1.21,.293,75.6%,3.78,3.47
19,2018-04-13,Zack Greinke,ARI,49.0,199,9.4,1.8,5.1,1.3,25.6%,5.0%,20.6%,.229,1.08,.277,86.0%,3.61,3.44
20,2018-04-13,Clayton Richard,SDP,54.1,220,7.5,2.3,3.2,0.7,20.4%,6.4%,14.1%,.213,1.05,.255,66.8%,3.46,3.29
21,2018-04-13,Walker Buehler,LAD,46.1,181,9.5,1.6,6.1,0.4,27.1%,4.4%,22.7%,.199,0.91,.267,68.0%,2.25,3.01
22,2018-04-13,Jon Gray,COL,43.1,197,11.6,3.5,3.3,0.8,28.4%,8.6%,19.8%,.268,1.50,.370,64.6%,3.02,3.00
23,2018-04-13,Ross Stripling,LAD,44.2,176,11.1,1.0,11.0,1.0,31.3%,2.8%,28.4%,.234,1.01,.315,89.5%,2.49,2.40
0,2018-04-14,Jeff Samardzija,SFG,27.0,123,6.3,5.3,1.2,1.7,15.4%,13.0%,2.4%,.255,1.59,.268,62.2%,6.05,6.03
1,2018-04-14,Matt Koch,ARI,46.0,194,4.3,2.0,2.2,2.2,11.3%,5.1%,6.2%,.283,1.33,.272,74.6%,6.23,5.13
2,2018-04-14,Eric Lauer,SDP,36.1,176,8.7,5.0,1.8,1.5,19.9%,11.4%,8.5%,.327,1.95,.391,76.7%,5.03,4.93
3,2018-04-14,Ty Blach,SFG,29.1,133,4.3,2.8,1.6,0.6,10.5%,6.8%,3.8%,.325,1.67,.355,61.4%,4.12,4.86
4,2018-04-14,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-14,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-14,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-14,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
8,2018-04-14,Tyler Anderson,COL,41.0,171,6.6,2.4,2.7,1.8,17.5%,6.4%,11.1%,.252,1.24,.265,66.2%,5.11,4.43
9,2018-04-14,Chad Bettis,COL,45.2,196,6.5,2.4,2.8,1.8,16.8%,6.1%,10.7%,.275,1.36,.293,68.1%,5.20,4.34
10,2018-04-14,Jordan Lyles,SDP,40.0,175,7.7,2.5,3.1,2.0,19.4%,6.3%,13.1%,.293,1.48,.322,73.3%,5.21,4.02
11,2018-04-14,German Marquez,COL,45.2,200,8.9,3.0,3.0,1.8,22.5%,7.5%,15.0%,.273,1.42,.318,80.9%,4.87,4.01
12,2018-04-14,Joey Lucchesi,SDP,20.2,86,8.3,3.0,2.7,2.6,22.1%,8.1%,14.0%,.266,1.35,.278,96.9%,6.11,3.86
13,2018-04-14,Kyle Freeland,COL,51.1,210,7.9,2.6,3.0,0.9,21.4%,7.1%,14.3%,.237,1.19,.285,78.2%,3.61,3.86
14,2018-04-14,Tyson Ross,SDP,46.1,196,9.1,3.5,2.6,1.0,24.0%,9.2%,14.8%,.239,1.29,.298,78.2%,3.83,3.75
15,2018-04-14,Alex Wood,LAD,40.0,174,9.0,2.5,3.6,1.4,23.0%,6.3%,16.7%,.290,1.45,.353,67.2%,4.01,3.67
16,2018-04-14,Andrew Suarez,SFG,42.2,179,8.4,1.9,4.4,1.3,22.4%,5.0%,17.3%,.278,1.31,.333,63.8%,3.82,3.58
17,2018-04-14,Kenta Maeda,LAD,32.0,131,10.4,3.4,3.1,1.1,28.2%,9.2%,19.1%,.210,1.16,.269,73.3%,3.60,3.57
18,2018-04-14,Patrick Corbin,ARI,53.2,224,10.4,3.2,3.3,1.2,27.7%,8.5%,19.2%,.228,1.21,.293,75.6%,3.78,3.47
19,2018-04-14,Zack Greinke,ARI,49.0,199,9.4,1.8,5.1,1.3,25.6%,5.0%,20.6%,.229,1.08,.277,86.0%,3.61,3.44
20,2018-04-14,Clayton Richard,SDP,54.1,220,7.5,2.3,3.2,0.7,20.4%,6.4%,14.1%,.213,1.05,.255,66.8%,3.46,3.29
21,2018-04-14,Walker Buehler,LAD,46.1,181,9.5,1.6,6.1,0.4,27.1%,4.4%,22.7%,.199,0.91,.267,68.0%,2.25,3.01
22,2018-04-14,Jon Gray,COL,43.1,197,11.6,3.5,3.3,0.8,28.4%,8.6%,19.8%,.268,1.50,.370,64.6%,3.02,3.00
23,2018-04-14,Ross Stripling,LAD,44.2,176,11.1,1.0,11.0,1.0,31.3%,2.8%,28.4%,.234,1.01,.315,89.5%,2.49,2.40
0,2018-04-15,Jeff Samardzija,SFG,27.0,123,6.3,5.3,1.2,1.7,15.4%,13.0%,2.4%,.255,1.59,.268,62.2%,6.05,6.03
1,2018-04-15,Matt Koch,ARI,46.0,194,4.3,2.0,2.2,2.2,11.3%,5.1%,6.2%,.283,1.33,.272,74.6%,6.23,5.13
2,2018-04-15,Eric Lauer,SDP,36.1,176,8.7,5.0,1.8,1.5,19.9%,11.4%,8.5%,.327,1.95,.391,76.7%,5.03,4.93
3,2018-04-15,Ty Blach,SFG,29.1,133,4.3,2.8,1.6,0.6,10.5%,6.8%,3.8%,.325,1.67,.355,61.4%,4.12,4.86
4,2018-04-15,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-15,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-15,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-15,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
8,2018-04-15,Tyler Anderson,COL,41.0,171,6.6,2.4,2.7,1.8,17.5%,6.4%,11.1%,.252,1.24,.265,66.2%,5.11,4.43
9,2018-04-15,Chad Bettis,COL,45.2,196,6.5,2.4,2.8,1.8,16.8%,6.1%,10.7%,.275,1.36,.293,68.1%,5.20,4.34
10,2018-04-15,Jordan Lyles,SDP,40.0,175,7.7,2.5,3.1,2.0,19.4%,6.3%,13.1%,.293,1.48,.322,73.3%,5.21,4.02
11,2018-04-15,German Marquez,COL,45.2,200,8.9,3.0,3.0,1.8,22.5%,7.5%,15.0%,.273,1.42,.318,80.9%,4.87,4.01
12,2018-04-15,Joey Lucchesi,SDP,20.2,86,8.3,3.0,2.7,2.6,22.1%,8.1%,14.0%,.266,1.35,.278,96.9%,6.11,3.86
13,2018-04-15,Kyle Freeland,COL,51.1,210,7.9,2.6,3.0,0.9,21.4%,7.1%,14.3%,.237,1.19,.285,78.2%,3.61,3.86
14,2018-04-15,Tyson Ross,SDP,46.1,196,9.1,3.5,2.6,1.0,24.0%,9.2%,14.8%,.239,1.29,.298,78.2%,3.83,3.75
15,2018-04-15,Alex Wood,LAD,40.0,174,9.0,2.5,3.6,1.4,23.0%,6.3%,16.7%,.290,1.45,.353,67.2%,4.01,3.67
16,2018-04-15,Andrew Suarez,SFG,42.2,179,8.4,1.9,4.4,1.3,22.4%,5.0%,17.3%,.278,1.31,.333,63.8%,3.82,3.58
17,2018-04-15,Kenta Maeda,LAD,32.0,131,10.4,3.4,3.1,1.1,28.2%,9.2%,19.1%,.210,1.16,.269,73.3%,3.60,3.57
18,2018-04-15,Patrick Corbin,ARI,53.2,224,10.4,3.2,3.3,1.2,27.7%,8.5%,19.2%,.228,1.21,.293,75.6%,3.78,3.47
19,2018-04-15,Zack Greinke,ARI,49.0,199,9.4,1.8,5.1,1.3,25.6%,5.0%,20.6%,.229,1.08,.277,86.0%,3.61,3.44
20,2018-04-15,Clayton Richard,SDP,54.1,220,7.5,2.3,3.2,0.7,20.4%,6.4%,14.1%,.213,1.05,.255,66.8%,3.46,3.29
21,2018-04-15,Walker Buehler,LAD,46.1,181,9.5,1.6,6.1,0.4,27.1%,4.4%,22.7%,.199,0.91,.267,68.0%,2.25,3.01
22,2018-04-15,Jon Gray,COL,43.1,197,11.6,3.5,3.3,0.8,28.4%,8.6%,19.8%,.268,1.50,.370,64.6%,3.02,3.00
23,2018-04-15,Ross Stripling,LAD,44.2,176,11.1,1.0,11.0,1.0,31.3%,2.8%,28.4%,.234,1.01,.315,89.5%,2.49,2.40
0,2018-04-16,Jeff Samardzija,SFG,27.0,123,6.3,5.3,1.2,1.7,15.4%,13.0%,2.4%,.255,1.59,.268,62.2%,6.05,6.03
1,2018-04-16,Matt Koch,ARI,46.0,194,4.3,2.0,2.2,2.2,11.3%,5.1%,6.2%,.283,1.33,.272,74.6%,6.23,5.13
2,2018-04-16,Eric Lauer,SDP,36.1,176,8.7,5.0,1.8,1.5,19.9%,11.4%,8.5%,.327,1.95,.391,76.7%,5.03,4.93
3,2018-04-16,Ty Blach,SFG,29.1,133,4.3,2.8,1.6,0.6,10.5%,6.8%,3.8%,.325,1.67,.355,61.4%,4.12,4.86
4,2018-04-16,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-16,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-16,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-16,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
8,2018-04-16,Tyler Anderson,COL,41.0,171,6.6,2.4,2.7,1.8,17.5%,6.4%,11.1%,.252,1.24,.265,66.2%,5.11,4.43
9,2018-04-16,Chad Bettis,COL,45.2,196,6.5,2.4,2.8,1.8,16.8%,6.1%,10.7%,.275,1.36,.293,68.1%,5.20,4.34
10,2018-04-16,Jordan Lyles,SDP,40.0,175,7.7,2.5,3.1,2.0,19.4%,6.3%,13.1%,.293,1.48,.322,73.3%,5.21,4.02
11,2018-04-16,German Marquez,COL,45.2,200,8.9,3.0,3.0,1.8,22.5%,7.5%,15.0%,.273,1.42,.318,80.9%,4.87,4.01
12,2018-04-16,Joey Lucchesi,SDP,20.2,86,8.3,3.0,2.7,2.6,22.1%,8.1%,14.0%,.266,1.35,.278,96.9%,6.11,3.86
13,2018-04-16,Kyle Freeland,COL,51.1,210,7.9,2.6,3.0,0.9,21.4%,7.1%,14.3%,.237,1.19,.285,78.2%,3.61,3.86
14,2018-04-16,Tyson Ross,SDP,46.1,196,9.1,3.5,2.6,1.0,24.0%,9.2%,14.8%,.239,1.29,.298,78.2%,3.83,3.75
15,2018-04-16,Alex Wood,LAD,40.0,174,9.0,2.5,3.6,1.4,23.0%,6.3%,16.7%,.290,1.45,.353,67.2%,4.01,3.67
16,2018-04-16,Andrew Suarez,SFG,42.2,179,8.4,1.9,4.4,1.3,22.4%,5.0%,17.3%,.278,1.31,.333,63.8%,3.82,3.58
17,2018-04-16,Kenta Maeda,LAD,32.0,131,10.4,3.4,3.1,1.1,28.2%,9.2%,19.1%,.210,1.16,.269,73.3%,3.60,3.57
18,2018-04-16,Patrick Corbin,ARI,53.2,224,10.4,3.2,3.3,1.2,27.7%,8.5%,19.2%,.228,1.21,.293,75.6%,3.78,3.47
19,2018-04-16,Zack Greinke,ARI,49.0,199,9.4,1.8,5.1,1.3,25.6%,5.0%,20.6%,.229,1.08,.277,86.0%,3.61,3.44
20,2018-04-16,Clayton Richard,SDP,54.1,220,7.5,2.3,3.2,0.7,20.4%,6.4%,14.1%,.213,1.05,.255,66.8%,3.46,3.29
21,2018-04-16,Walker Buehler,LAD,46.1,181,9.5,1.6,6.1,0.4,27.1%,4.4%,22.7%,.199,0.91,.267,68.0%,2.25,3.01
22,2018-04-16,Jon Gray,COL,43.1,197,11.6,3.5,3.3,0.8,28.4%,8.6%,19.8%,.268,1.50,.370,64.6%,3.02,3.00
23,2018-04-16,Ross Stripling,LAD,44.2,176,11.1,1.0,11.0,1.0,31.3%,2.8%,28.4%,.234,1.01,.315,89.5%,2.49,2.40
0,2018-04-17,Jeff Samardzija,SFG,27.0,123,6.3,5.3,1.2,1.7,15.4%,13.0%,2.4%,.255,1.59,.268,62.2%,6.05,6.03
1,2018-04-17,Matt Koch,ARI,46.0,194,4.3,2.0,2.2,2.2,11.3%,5.1%,6.2%,.283,1.33,.272,74.6%,6.23,5.13
2,2018-04-17,Eric Lauer,SDP,36.1,176,8.7,5.0,1.8,1.5,19.9%,11.4%,8.5%,.327,1.95,.391,76.7%,5.03,4.93
3,2018-04-17,Ty Blach,SFG,29.1,133,4.3,2.8,1.6,0.6,10.5%,6.8%,3.8%,.325,1.67,.355,61.4%,4.12,4.86
4,2018-04-17,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-17,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-17,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-17,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
8,2018-04-17,Tyler Anderson,COL,41.0,171,6.6,2.4,2.7,1.8,17.5%,6.4%,11.1%,.252,1.24,.265,66.2%,5.11,4.43
9,2018-04-17,Chad Bettis,COL,45.2,196,6.5,2.4,2.8,1.8,16.8%,6.1%,10.7%,.275,1.36,.293,68.1%,5.20,4.34
10,2018-04-17,Jordan Lyles,SDP,40.0,175,7.7,2.5,3.1,2.0,19.4%,6.3%,13.1%,.293,1.48,.322,73.3%,5.21,4.02
11,2018-04-17,German Marquez,COL,45.2,200,8.9,3.0,3.0,1.8,22.5%,7.5%,15.0%,.273,1.42,.318,80.9%,4.87,4.01
12,2018-04-17,Joey Lucchesi,SDP,20.2,86,8.3,3.0,2.7,2.6,22.1%,8.1%,14.0%,.266,1.35,.278,96.9%,6.11,3.86
13,2018-04-17,Kyle Freeland,COL,51.1,210,7.9,2.6,3.0,0.9,21.4%,7.1%,14.3%,.237,1.19,.285,78.2%,3.61,3.86
14,2018-04-17,Tyson Ross,SDP,46.1,196,9.1,3.5,2.6,1.0,24.0%,9.2%,14.8%,.239,1.29,.298,78.2%,3.83,3.75
15,2018-04-17,Alex Wood,LAD,40.0,174,9.0,2.5,3.6,1.4,23.0%,6.3%,16.7%,.290,1.45,.353,67.2%,4.01,3.67
16,2018-04-17,Andrew Suarez,SFG,42.2,179,8.4,1.9,4.4,1.3,22.4%,5.0%,17.3%,.278,1.31,.333,63.8%,3.82,3.58
17,2018-04-17,Kenta Maeda,LAD,32.0,131,10.4,3.4,3.1,1.1,28.2%,9.2%,19.1%,.210,1.16,.269,73.3%,3.60,3.57
18,2018-04-17,Patrick Corbin,ARI,53.2,224,10.4,3.2,3.3,1.2,27.7%,8.5%,19.2%,.228,1.21,.293,75.6%,3.78,3.47
19,2018-04-17,Zack Greinke,ARI,49.0,199,9.4,1.8,5.1,1.3,25.6%,5.0%,20.6%,.229,1.08,.277,86.0%,3.61,3.44
20,2018-04-17,Clayton Richard,SDP,54.1,220,7.5,2.3,3.2,0.7,20.4%,6.4%,14.1%,.213,1.05,.255,66.8%,3.46,3.29
21,2018-04-17,Walker Buehler,LAD,46.1,181,9.5,1.6,6.1,0.4,27.1%,4.4%,22.7%,.199,0.91,.267,68.0%,2.25,3.01
22,2018-04-17,Jon Gray,COL,43.1,197,11.6,3.5,3.3,0.8,28.4%,8.6%,19.8%,.268,1.50,.370,64.6%,3.02,3.00
23,2018-04-17,Ross Stripling,LAD,44.2,176,11.1,1.0,11.0,1.0,31.3%,2.8%,28.4%,.234,1.01,.315,89.5%,2.49,2.40
0,2018-04-18,Jeff Samardzija,SFG,27.0,123,6.3,5.3,1.2,1.7,15.4%,13.0%,2.4%,.255,1.59,.268,62.2%,6.05,6.03
1,2018-04-18,Matt Koch,ARI,46.0,194,4.3,2.0,2.2,2.2,11.3%,5.1%,6.2%,.283,1.33,.272,74.6%,6.23,5.13
2,2018-04-18,Eric Lauer,SDP,36.1,176,8.7,5.0,1.8,1.5,19.9%,11.4%,8.5%,.327,1.95,.391,76.7%,5.03,4.93
3,2018-04-18,Ty Blach,SFG,29.1,133,4.3,2.8,1.6,0.6,10.5%,6.8%,3.8%,.325,1.67,.355,61.4%,4.12,4.86
4,2018-04-18,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-18,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-18,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-18,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
8,2018-04-18,Tyler Anderson,COL,41.0,171,6.6,2.4,2.7,1.8,17.5%,6.4%,11.1%,.252,1.24,.265,66.2%,5.11,4.43
9,2018-04-18,Chad Bettis,COL,45.2,196,6.5,2.4,2.8,1.8,16.8%,6.1%,10.7%,.275,1.36,.293,68.1%,5.20,4.34
10,2018-04-18,Jordan Lyles,SDP,40.0,175,7.7,2.5,3.1,2.0,19.4%,6.3%,13.1%,.293,1.48,.322,73.3%,5.21,4.02
11,2018-04-18,German Marquez,COL,45.2,200,8.9,3.0,3.0,1.8,22.5%,7.5%,15.0%,.273,1.42,.318,80.9%,4.87,4.01
12,2018-04-18,Joey Lucchesi,SDP,20.2,86,8.3,3.0,2.7,2.6,22.1%,8.1%,14.0%,.266,1.35,.278,96.9%,6.11,3.86
13,2018-04-18,Kyle Freeland,COL,51.1,210,7.9,2.6,3.0,0.9,21.4%,7.1%,14.3%,.237,1.19,.285,78.2%,3.61,3.86
14,2018-04-18,Tyson Ross,SDP,46.1,196,9.1,3.5,2.6,1.0,24.0%,9.2%,14.8%,.239,1.29,.298,78.2%,3.83,3.75
15,2018-04-18,Alex Wood,LAD,40.0,174,9.0,2.5,3.6,1.4,23.0%,6.3%,16.7%,.290,1.45,.353,67.2%,4.01,3.67
16,2018-04-18,Andrew Suarez,SFG,42.2,179,8.4,1.9,4.4,1.3,22.4%,5.0%,17.3%,.278,1.31,.333,63.8%,3.82,3.58
17,2018-04-18,Kenta Maeda,LAD,32.0,131,10.4,3.4,3.1,1.1,28.2%,9.2%,19.1%,.210,1.16,.269,73.3%,3.60,3.57
18,2018-04-18,Patrick Corbin,ARI,53.2,224,10.4,3.2,3.3,1.2,27.7%,8.5%,19.2%,.228,1.21,.293,75.6%,3.78,3.47
19,2018-04-18,Zack Greinke,ARI,49.0,199,9.4,1.8,5.1,1.3,25.6%,5.0%,20.6%,.229,1.08,.277,86.0%,3.61,3.44
20,2018-04-18,Clayton Richard,SDP,54.1,220,7.5,2.3,3.2,0.7,20.4%,6.4%,14.1%,.213,1.05,.255,66.8%,3.46,3.29
21,2018-04-18,Walker Buehler,LAD,46.1,181,9.5,1.6,6.1,0.4,27.1%,4.4%,22.7%,.199,0.91,.267,68.0%,2.25,3.01
22,2018-04-18,Jon Gray,COL,43.1,197,11.6,3.5,3.3,0.8,28.4%,8.6%,19.8%,.268,1.50,.370,64.6%,3.02,3.00
23,2018-04-18,Ross Stripling,LAD,44.2,176,11.1,1.0,11.0,1.0,31.3%,2.8%,28.4%,.234,1.01,.315,89.5%,2.49,2.40
0,2018-04-19,Jeff Samardzija,SFG,27.0,123,6.3,5.3,1.2,1.7,15.4%,13.0%,2.4%,.255,1.59,.268,62.2%,6.05,6.03
1,2018-04-19,Matt Koch,ARI,46.0,194,4.3,2.0,2.2,2.2,11.3%,5.1%,6.2%,.283,1.33,.272,74.6%,6.23,5.13
2,2018-04-19,Eric Lauer,SDP,36.1,176,8.7,5.0,1.8,1.5,19.9%,11.4%,8.5%,.327,1.95,.391,76.7%,5.03,4.93
3,2018-04-19,Ty Blach,SFG,29.1,133,4.3,2.8,1.6,0.6,10.5%,6.8%,3.8%,.325,1.67,.355,61.4%,4.12,4.86
4,2018-04-19,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-19,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-19,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-19,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
8,2018-04-19,Tyler Anderson,COL,41.0,171,6.6,2.4,2.7,1.8,17.5%,6.4%,11.1%,.252,1.24,.265,66.2%,5.11,4.43
9,2018-04-19,Chad Bettis,COL,45.2,196,6.5,2.4,2.8,1.8,16.8%,6.1%,10.7%,.275,1.36,.293,68.1%,5.20,4.34
10,2018-04-19,Jordan Lyles,SDP,40.0,175,7.7,2.5,3.1,2.0,19.4%,6.3%,13.1%,.293,1.48,.322,73.3%,5.21,4.02
11,2018-04-19,German Marquez,COL,45.2,200,8.9,3.0,3.0,1.8,22.5%,7.5%,15.0%,.273,1.42,.318,80.9%,4.87,4.01
12,2018-04-19,Joey Lucchesi,SDP,20.2,86,8.3,3.0,2.7,2.6,22.1%,8.1%,14.0%,.266,1.35,.278,96.9%,6.11,3.86
13,2018-04-19,Kyle Freeland,COL,51.1,210,7.9,2.6,3.0,0.9,21.4%,7.1%,14.3%,.237,1.19,.285,78.2%,3.61,3.86
14,2018-04-19,Tyson Ross,SDP,46.1,196,9.1,3.5,2.6,1.0,24.0%,9.2%,14.8%,.239,1.29,.298,78.2%,3.83,3.75
15,2018-04-19,Alex Wood,LAD,40.0,174,9.0,2.5,3.6,1.4,23.0%,6.3%,16.7%,.290,1.45,.353,67.2%,4.01,3.67
16,2018-04-19,Andrew Suarez,SFG,42.2,179,8.4,1.9,4.4,1.3,22.4%,5.0%,17.3%,.278,1.31,.333,63.8%,3.82,3.58
17,2018-04-19,Kenta Maeda,LAD,32.0,131,10.4,3.4,3.1,1.1,28.2%,9.2%,19.1%,.210,1.16,.269,73.3%,3.60,3.57
18,2018-04-19,Patrick Corbin,ARI,53.2,224,10.4,3.2,3.3,1.2,27.7%,8.5%,19.2%,.228,1.21,.293,75.6%,3.78,3.47
19,2018-04-19,Zack Greinke,ARI,49.0,199,9.4,1.8,5.1,1.3,25.6%,5.0%,20.6%,.229,1.08,.277,86.0%,3.61,3.44
20,2018-04-19,Clayton Richard,SDP,54.1,220,7.5,2.3,3.2,0.7,20.4%,6.4%,14.1%,.213,1.05,.255,66.8%,3.46,3.29
21,2018-04-19,Walker Buehler,LAD,46.1,181,9.5,1.6,6.1,0.4,27.1%,4.4%,22.7%,.199,0.91,.267,68.0%,2.25,3.01
22,2018-04-19,Jon Gray,COL,43.1,197,11.6,3.5,3.3,0.8,28.4%,8.6%,19.8%,.268,1.50,.370,64.6%,3.02,3.00
23,2018-04-19,Ross Stripling,LAD,44.2,176,11.1,1.0,11.0,1.0,31.3%,2.8%,28.4%,.234,1.01,.315,89.5%,2.49,2.40
0,2018-04-20,Jeff Samardzija,SFG,27.0,123,6.3,5.3,1.2,1.7,15.4%,13.0%,2.4%,.255,1.59,.268,62.2%,6.05,6.03
1,2018-04-20,Matt Koch,ARI,46.0,194,4.3,2.0,2.2,2.2,11.3%,5.1%,6.2%,.283,1.33,.272,74.6%,6.23,5.13
2,2018-04-20,Eric Lauer,SDP,36.1,176,8.7,5.0,1.8,1.5,19.9%,11.4%,8.5%,.327,1.95,.391,76.7%,5.03,4.93
3,2018-04-20,Ty Blach,SFG,29.1,133,4.3,2.8,1.6,0.6,10.5%,6.8%,3.8%,.325,1.67,.355,61.4%,4.12,4.86
4,2018-04-20,Chris Stratton,SFG,44.0,201,7.6,4.7,1.6,1.6,18.4%,11.4%,7.0%,.299,1.73,.341,69.9%,5.48,4.77
5,2018-04-20,Zack Godley,ARI,42.1,196,8.9,5.1,1.8,1.7,21.4%,12.2%,9.2%,.268,1.63,.314,68.0%,5.62,4.76
6,2018-04-20,Derek Holland,SFG,42.1,177,6.8,3.4,2.0,1.1,18.1%,9.0%,9.0%,.250,1.32,.285,76.0%,4.39,4.69
7,2018-04-20,Clay Buchholz,ARI,28.0,114,7.4,1.6,4.6,1.3,20.2%,4.4%,15.8%,.222,1.04,.247,77.9%,4.02,4.58
